cn,label,en,cleaned_en
兔肉,4,rabbit,rabbit
兔头,4,Rabbit head,rabbit head
饭团,4,Rice ball,rice ball
线团,8,Line regiment,line regiment
纸团,8,Paper ball,paper ball
火腿,4,Ham,ham
鸡腿,4,drumstick,drumstick
腿骨,8,Leg bone,leg bone
拖鞋,8,slippers,slippers
蛋挞托,8,Egg Tart Tart,egg tart tart
食物托盘,1,Food tray,food tray
塑料托盘,1,Plastic tray,plastic tray
脱水机,1,Dehydrator,dehydrator
脱氧剂,8,Deoxidizer,deoxidizer
食品用脱氧剂,8,Food deoxidizer,food deoxidizer
牛蛙,4,Bullfrog,bullfrog
牛蛙骨头,4,Bullfrog bones,bullfrog bones
布娃娃,1,Ragdoll,ragdoll
棉袜,1,Cotton socks,cotton socks
丝袜,8,Stockings,stockings
外套,1,coat,coat
水笔外壳,8,Pen shell,pen shell
豌豆壳,4,Pea shell,pea shell
豌豆殼,4,Pea shell,pea shell
玩具,1,Toy,toy
药丸,2,pill,pill
蟑螂丸,2,Cockroach pill,cockroach pill
擦完嘴的纸,8,Wipe the mouth paper,wipe the mouth paper
碗,8,Bowl,bowl
茶碗,8,Bowl,bowl
万能胶水,8,Universal glue,universal glue
网线,1,cable,cable
鱼网,8,Fishnet,fishnet
望远镜,1,telescope,telescope
夏威夷果,8,Macadamia,macadamia
夏威夷果壳,8,Macadamia shell,macadamia shell
夏威夷果的壳,8,Macadamia shell,macadamia shell
围巾,1,scarf,scarf
华为P20,1,Huawei P20,huawei p
维生素,2,Vitamins,vitamins
人造纤维,8,Man-made fiber,manmade fiber
芦苇叶,8,Reed leaf,reed leaf
枯萎的花,4,Withered flower,withered flower
枯萎的鲜花,4,Withered flowers,withered flowers
牛尾,4,Oxtail,oxtail
燕尾夹,1,Dovetail clip,dovetail clip
长尾夹,1,Elliot folder,elliot folder
未使用的餐巾纸,8,Unused napkins,unused napkins
调味袋,8,Seasoning bag,seasoning bag
调味料,4,seasoning,seasoning
自慰棒,1,Masturbation stick,masturbation stick
自慰器,1,Masturbator,masturbator
卫衣,1,Hoodie,hoodie
卫生巾,8,sanitary napkin,sanitary napkin
保温杯,1,Thermos cup,thermos cup
保温棉,8,Insulation cotton,insulation cotton
保温瓶,1,Thermos flask,thermos flask
蚊香,8,Mosquito coil,mosquito coil
蚊帐,1,mosquito net,mosquito net
蚊子,4,mosquito,mosquito
文胸,8,Bra,bra
文竹,4,asparagus,asparagus
公文包,1,briefcase,briefcase
蜗牛壳,8,snail shell,snail shell
燕窝,4,Bird's nest,birds nest
钨丝,1,Tungsten,tungsten
钨丝灯泡,2,Tungsten bulb,tungsten bulb
污水袋,8,Sewage bag,sewage bag
油污布,8,Oily cloth,oily cloth
无纺布,8,Non-woven fabric,nonwoven fabric
无纺布袋,1,Non-woven bags,nonwoven bags
午饭,4,lunch,lunch
午餐肉,4,Luncheon meat,luncheon meat
午餐肉罐,1,Luncheon meat tin,luncheon meat tin
西瓜,4,watermelon,watermelon
西药,2,Western medicine,western medicine
西柚,4,grapefruit,grapefruit
吸尘器,1,Vacuum cleaner,vacuum cleaner
稀饭,4,porridge,porridge
草席,8,straw mat,straw mat
洗发精,8,Shampoo,shampoo
洗发水,8,shampoo,shampoo
游戏机,1,Game console,game console
虾,4,Shrimp,shrimp
虾壳,4,Shrimp shell,shrimp shell
吃剩下的葡萄杆,4,Leftover grape stalks,leftover grape stalks
仙人掌,4,Cactus,cactus
海鲜,4,seafood,seafood
鲜花,4,Fresh flowers,fresh flowers
保鲜袋,8,Fresh-keeping bag,freshkeeping bag
化纤衣物,1,Chemical fiber clothing,chemical fiber clothing
咸菜,4,pickle,pickle
咸鱼,4,Salted fish,salted fish
咸鸭蛋壳,4,Salted Duck Egg Shell,salted duck egg shell
显卡,1,Graphics card,graphics card
保险套,8,condom,condom
保险箱,1,safe,safe
线,8,String,string
电线,1,electric wire,electric wire
相机,1,camera,camera
茴香,4,fennel,fennel
冰箱,1,refrigerator,refrigerator
机箱,1,Chassis,chassis
墨襄,8,Moxiang,moxiang
音响,1,Audio,audio
电脑小音响,1,Computer speaker,computer speaker
橡胶,8,rubber,rubber
橡皮,8,Rubber,rubber
废橡胶,8,Waste rubber,waste rubber
象牙,8,ivory,ivory
小刀,1,Knife,knife
小骨,4,Small bones,small bones
羊蝎子,8,Sheep Scorpion,sheep scorpion
羊蝎子骨头,8,Sheep Scorpion Bones,sheep scorpion bones
鞋,1,shoe,shoe
布鞋,1,cloth shoes,cloth shoes
写字纸,1,Writing paper,writing paper
机械表,1,Mechanical watch,mechanical watch
卸妆巾,8,Makeup remover,makeup remover
卸妆棉,8,Makeup remover,makeup remover
卸妆油,8,makeup remover,makeup remover
蟹,4,crab,crab
螃蟹,4,Crab,crab
青蟹,4,Blue Crab,blue crab
笔屑,8,Pen scraps,pen scraps
木屑,8,Sawdust,sawdust
皮屑,8,Dander,dander
笔芯,8,Refill,refill
玉米心,4,Corn heart,corn heart
信封带,1,Envelope belt,envelope belt
星巴克纸杯,8,Starbucks paper cup,starbucks paper cup
U型回形针,8,U-shaped paper clip,ushaped paper clip
隐形眼镜,8,Contact lens,contact lens
银行卡,1,Bank card,bank card
杏仁壳,4,Almond shell,almond shell
水性笔,8,Water-based pen,waterbased pen
水性漆,2,Water-based paint,waterbased paint
鸡胸,4,Chicken breast,chicken breast
胸罩,8,bra,bra
修正带,8,correction tape,correction tape
小修正带,8,Small correction tape,small correction tape
不锈钢刀,1,Stainless steel knife,stainless steel knife
不锈钢杯子,1,Stainless steel cup,stainless steel cup
绣花针,8,Embroidery needle,embroidery needle
胡须刀,1,Shaver,shaver
旧棉絮,1,Old cotton wool,old cotton wool
宣纸,8,Rice paper,rice paper
宣传单,1,flyer,flyer
皮靴,1,Leather boots,leather boots
雨靴,1,Rain boots,rain boots
化学试剂包装玻璃瓶,2,Chemical reagent packaging glass bottle,chemical reagent packaging glass bottle
雪糕棒,8,Ice cream stick,ice cream stick
雪糕纸,8,Ice cream paper,ice cream paper
鸭血,4,Duck blood,duck blood
血压计,1,sphygmomanometer,sphygmomanometer
压力罐,1,pressure tank,pressure tank
压力锅,1,Pressure cooker,pressure cooker
鸭,4,duck,duck
鸭骨,4,Duck bone,duck bone
绿豆芽,4,Green bean sprouts,green bean sprouts
牙,8,tooth,tooth
雅漾喷雾,8,Avène Spray,avne spray
亚克力,1,Acrylic,acrylic
亚克力板,1,Acrylic board,acrylic board
亚克力胶水,8,Acrylic glue,acrylic glue
香烟,8,cigarette,cigarette
盐,4,Salt,salt
污染严重的纸,8,Polluted paper,polluted paper
污染严重的纸盒,8,Severely contaminated carton,severely contaminated carton
污染严重的纸张,8,Heavily contaminated paper,heavily contaminated paper
颜料,8,pigment,pigment
颜料板,8,Paint board,paint board
颜料笔,8,Paint pen,paint pen
过期的燕麦片,4,Expired oatmeal,expired oatmeal
验孕棒,8,Pregnancy tests,pregnancy tests
羊骨,8,Sheep bone,sheep bone
羊毛,1,wool,wool
洋装,1,Dress,dress
海洋球,1,Ocean ball,ocean ball
遮阳帽,1,Sun hat,sun hat
除氧剂,8,Deoxidizer,deoxidizer
环氧树脂,8,Epoxy resin,epoxy resin
养生壶,1,Health pot,health pot
家养绿植,4,Domestic green plants,domestic green plants
腰带,1,belt,belt
腰果,4,cashew,cashew
高裤腰带,8,High waistband,high waistband
咬过的口香糖,8,Chewing gum,chewing gum
草药,4,Herbal medicine,herbal medicine
废药,2,Waste medicine,waste medicine
青椰,8,Green Coconut,green coconut
椰壳,8,Coconut shell,coconut shell
椰子,8,coconut,coconut
宣传页,1,Leaflet,leaflet
广告单页,1,Advertising single page,advertising single page
作业本,1,exercise book,exercise book
叶,4,leaf,leaf
菜叶,4,Vegetable leaf,vegetable leaf
隔夜饭,4,Overnight meal,overnight meal
乳液罐,1,Lotion tank,lotion tank
乳液瓶,1,Lotion bottle,lotion bottle
医用冰袋,8,Medical ice bag,medical ice bag
大衣,1,Overcoat,overcoat
移动电源,1,mobile power,mobile power
移动硬盘,1,Mobile hard drive,mobile hard drive
行车记录仪,1,Driving recorder,driving recorder
易拉宝,1,Roll up banner,roll up banner
易拉罐,1,Can,can
音箱,1,Speaker,speaker
旧音箱,1,Old speaker,old speaker
水银,2,mercury,mercury
收银条,1,Cash register,cash register
隐形眼镜片,8,Contact lens,contact lens
过期隐形眼镜,8,Expired contact lenses,expired contact lenses
印泥,8,Inkpad,inkpad
打印机,1,printer,printer
英语书,1,English book,english book
樱花,4,Cherry blossoms,cherry blossoms
樱桃,4,Cherry,cherry
樱桃核,4,Cherry pit,cherry pit
婴儿尿不湿,8,Baby's diapers,babys diapers
婴儿纸尿裤,8,Baby diapers,baby diapers
萤石,8,fluorite,fluorite
荧光棒,8,Light stick,light stick
荧光笔,8,Highlighter,highlighter
眼影,8,Eye shadow,eye shadow
电影票,1,movie ticket,movie ticket
影印纸,1,Photocopy paper,photocopy paper
硬盘,1,hard disk,hard disk
硬板纸,1,Cardboard,cardboard
硬贝壳,8,Hard shell,hard shell
游泳裤,1,Swimming trunks,swimming trunks
信用卡,1,credit card,credit card
包装用纸,1,Packaging paper,packaging paper
厕所用纸,8,Toilet paper,toilet paper
优盘,1,USB flash drive,usb flash drive
无线路由器,1,Wireless Router,wireless router
黄油,4,butter,butter
有机玻璃,1,Plexiglass,plexiglass
婴幼儿尿布,8,Baby diapers,baby diapers
旧衣服属于,1,Old clothes belong,old clothes belong
厨余果皮,4,Food waste peel,food waste peel
厨余垃圾,4,Kitchen waste,kitchen waste
鱼,4,fish,fish
黄鱼,4,Yellow croaker,yellow croaker
雨鞋,1,Rain boots,rain boots
语文书,1,literature book,literature book
羽毛,8,feather,feather
羽毛球,8,badminton,badminton
玉,8,Jade,jade
玉米,4,corn,corn
玉镯,1,Jade bracelet,jade bracelet
芋艿,4,Taro,taro
芋头,4,Taro,taro
浴巾,8,bath towel,bath towel
金属元件,1,Metal components,metal components
原味鸡,4,Original Chicken,original chicken
原珠笔,8,Original ball pen,original ball pen
原子笔,8,ball-point pen,ballpoint pen
芋圆,4,Taro ball,taro ball
电源器,1,Power supply,power supply
电源线,1,power cable,power cable
月饼,4,moon cake,moon cake
月饼盒,1,Moon cake box,moon cake box
运动服,1,Sportswear,sportswear
运动鞋,1,sports shoes,sports shoes
旧运动鞋,1,Old sneakers,old sneakers
牛杂,4,Beef offal,beef offal
杂草,4,Weeds,weeds
杂志,1,Magazine,magazine
盆栽树叶,4,Potted leaves,potted leaves
盆栽植物,4,Potted plants,potted plants
再生纸,1,Recycled paper,recycled paper
脏布,8,Dirty cloth,dirty cloth
鱼内脏,4,Fish offal,fish offal
枣,4,date,date
红枣,4,Red dates,red dates
枣核,4,Jujube kernels,jujube kernels
洗澡掉的头发,8,Hair lost in the shower,hair lost in the shower
人造玻璃,1,Artificial glass,artificial glass
人造奶油,4,Margarine,margarine
香皂,8,Soap,soap
碎小肥皂,8,Crushed small soap,crushed small soap
干燥剂,8,Desiccant,desiccant
包装干燥剂,8,Packaging desiccant,packaging desiccant
石灰干燥剂,8,Lime desiccant,lime desiccant
扎带,8,Tie,tie
粽子 包扎线,8,Zongzi bandaging thread,zongzi bandaging thread
菜渣,4,Food residue,food residue
茶渣,4,Tea dregs,tea dregs
豆渣,4,Okara,okara
大闸蟹,4,Hairy crabs,hairy crabs
大闸蟹壳,4,Hairy crab shell,hairy crab shell
炸鸡,4,fried chicken,fried chicken
粘纸,8,Sticker,sticker
粘鼠板,8,Sticky mouse board,sticky mouse board
沾有墨水的纸,8,Ink-stained paper,inkstained paper
沾了油污的报纸,1,Greasy newspaper,greasy newspaper
沾了菜油的餐巾纸,1,Napkins soaked in vegetable oil,napkins soaked in vegetable oil
蘸酱,4,Dipping sauce,dipping sauce
蘸酱盒,8,Dipping sauce box,dipping sauce box
火锅蘸酱,4,Hot pot dipping sauce,hot pot dipping sauce
图章,8,stamp,stamp
章鱼,4,octopus,octopus
纸张,1,Paper,paper
废纸张,1,Waste paper,waste paper
纸张类,1,Paper,paper
擀面杖,1,Rolling pin,rolling pin
账单,1,bill,bill
照片,2,Photo,photo
旧照片,2,Old photos,old photos
照片纸,2,Photo paper,photo paper
床罩,1,Bedspread,bedspread
奶罩,8,bra,bra
折扇,8,Folding fan,folding fan
蔗糖,4,sucrose,sucrose
珍珠,1,Pearl,pearl
黑珍猪,4,Black pig,black pig
珍珠米,4,Pearl rice,pearl rice
真空袋,8,Vacuum bag,vacuum bag
砧板,1,Chopping board,chopping board
木砧板,1,Wooden chopping board,wooden chopping board
针,8,Needle,needle
针管,2,Needle,needle
枕套,1,pillowcase,pillowcase
震动棒,1,Vibrator,vibrator
蒸汽眼罩,8,Steam eye mask,steam eye mask
修正带内芯,8,Correction belt core,correction belt core
证书,1,Certificate,certificate
芝麻,4,Sesame,sesame
树枝,8,Branches,branches
蜘蛛,4,Spider,spider
树脂,2,Resin,resin
油脂,8,grease,grease
饭汁,4,Rice juice,rice juice
蟹汁,4,Crab sauce,crab sauce
织物,8,Fabric,fabric
直尺,8,ruler,ruler
废直式日光灯管,2,Waste straight fluorescent tube,waste straight fluorescent tube
绿植,4,Green plants,green plants
植物,4,plant,plant
废植物,4,Waste plant,waste plant
指甲,8,nail,nail
脚指甲,8,toenail,toenail
手指甲脚趾甲,8,Fingernails toenails,fingernails toenails
纸,1,Paper,paper
瓷制品,8,Porcelain products,porcelain products
铝制品,1,Aluminum products,aluminum products
木制品,1,wooden product,wooden product
木质菜板,1,Wooden cutting board,wooden cutting board
三明治包装,8,Sandwich packaging,sandwich packaging
中药,4,traditional Chinese medicine,traditional chinese medicine
中草药,4,Chinese herbal medicine,chinese herbal medicine
钟,8,Bell,bell
粥,4,Porridge,porridge
圆珠笔,8,Ballpoint pen,ballpoint pen
猪,4,pig,pig
毛竹,8,bamboo,bamboo
蜡烛,8,Candle,candle
生日蜡烛,8,Birthday candles,birthday candles
白煮蛋壳,4,Hard boiled eggshell,hard boiled eggshell
水煮肉片,4,Poached Pork Slices,poached pork slices
煮花生壳,4,Boiled peanut shells,boiled peanut shells
主板,1,Motherboard,motherboard
主机板,1,motherboard,motherboard
电路主板,1,Circuit board,circuit board
鸡爪,4,Chicken feet,chicken feet
猪爪骨头,4,Pork Claw Bones,pork claw bones
西装,1,Suit,suit
彩妆,8,Makeup,makeup
化妆棉,8,Cotton pad,cotton pad
防撞塑料,8,Anti-collision plastic,anticollision plastic
塑胶制资料夹,1,Plastic folder,plastic folder
紫菜,4,Seaweed,seaweed
紫砂茶具,8,Zisha tea set,zisha tea set
紫砂碎片,8,Purple Clay Fragment,purple clay fragment
牛仔裤,1,jeans,jeans
葡萄籽,4,Grape seed,grape seed
西瓜籽,4,Watermelon seeds,watermelon seeds
被子,1,Quilt,quilt
自动铅,8,Automatic lead,automatic lead
自暖包,8,Self-heating bag,selfheating bag
油渍的报纸,8,Greased newspaper,greased newspaper
有污渍的餐盒,8,Stained lunch box,stained lunch box
签字笔,8,signing pen,signing pen
棕叶,8,Brown leaf,brown leaf
棕子皮,8,Palm skin,palm skin
棕子叶,8,Palm cotyledons,palm cotyledons
走油肉,4,Go oily meat,go oily meat
足球,1,football,football
电钻,1,Electric drill,electric drill
钻笔,8,Drill pen,drill pen
钻石,1,Diamond,diamond
香烟过滤嘴,8,Cigarette filter,cigarette filter
作文书,1,Composition,composition
竹坐垫,8,Bamboo cushion,bamboo cushion
led灯,2,led lights,led lights
PET瓶,1,PET bottle,pet bottle
LED灯泡,2,LED bulb,led bulb
kt板,1,kt board,kt board
cpu,1,cpu,cpu
ipad,1,ipad,ipad
kindle,1,kindle,kindle
PIZZA盒,8,PIZZA box,pizza box
xbox,1,xbox,xbox
iphone x,1,iphone x,iphone x
IPHONE手机,1,IPhone mobile phone,iphone mobile phone
pp管,1,pp tube,pp tube
A4纸,1,A4 paper,a paper
cd,1,cd,cd
CD机,1,CD player,cd player
KINDLE壳,8,KINDLE壳,kindle
zippo打火机,8,zippo lighter,zippo lighter
x光片,2,x-ray film,xray film
x光胶片,2,x-ray film,xray film
PVC瓶,1,PVC bottle,pvc bottle
剩菜剩饭,4,Leftovers,leftovers
食物残渣,4,food residue,food residue
肉类,4,meat,meat
鱼虾,4,Fish and shrimp,fish and shrimp
蛋壳,4,eggshell,eggshell
鱼骨头,4,fish bones,fish bones
肉骨头,4,Fleshy bones,fleshy bones
果皮,4,peel,peel
树叶,4,Leaves,leaves
瓜子壳,4,Melon seed shell,melon seed shell
花生壳,4,Peanut shells,peanut shells
藜麦,4,Quinoa,quinoa
鸡骨头,4,Chicken bones,chicken bones
鸭骨头,4,Duck bones,duck bones
鹅骨头,4,Goose bones,goose bones
草莓叶,4,Strawberry leaf,strawberry leaf
米饭,4,rice,rice
豌豆皮,4,Pea skin,pea skin
韩国泡菜,4,Kimchi,kimchi
普洱茶,4,Pu'er tea,puer tea
残枝落叶,4,Stubble,stubble
植物枝干,4,Plant branches,plant branches
杂菜,4,Mixed vegetables,mixed vegetables
动物尸体,4,Dead animal,dead animal
牲畜粪便,4,Livestock manure,livestock manure
橘子皮,4,Tangerine skin,tangerine skin
香蕉皮,4,Banana peel,banana peel
苹果皮,4,Apple peel,apple peel
西瓜皮,4,Watermelon rind,watermelon rind
芒果皮,4,Mango peel,mango peel
山竹壳,4,Mangosteen Shell,mangosteen shell
洋葱皮,4,Onion skin,onion skin
中药渣,4,Chinese medicine residue,chinese medicine residue
宠物饲料,4,Pet feed,pet feed
矿物猫砂,4,Mineral cat litter,mineral cat litter
食用油,4,Cooking oil,cooking oil
动物粪便,4,Animal droppings,animal droppings
牛排,4,steak,steak
喜糖,4,Wedding candy,wedding candy
咖啡残渣,4,Coffee residue,coffee residue
大白菜,4,Chinese cabbage,chinese cabbage
粽子馅,4,Zongzi stuffing,zongzi stuffing
宠物粪便,4,Pet feces,pet feces
猫屎,4,Cat shit,cat shit
咖啡渣,4,Coffee grounds,coffee grounds
鲜花瓣,4,Fresh petals,fresh petals
豆腐猫砂,4,Tofu cat litter,tofu cat litter
冬枣,4,Winter jujube,winter jujube
大蒜叶,4,Garlic leaves,garlic leaves
杏核,4,Apricot Kernel,apricot kernel
纸质吸管,4,Paper straw,paper straw
茶叶渣,4,Tea dregs,tea dregs
小龙虾壳,4,Crayfish shell,crayfish shell
榴莲酥,4,Durian Crisp,durian crisp
榴莲肉,4,Durian meat,durian meat
枇杷核,4,Loquat core,loquat core
百香果壳,4,Passion Fruit Shell,passion fruit shell
食品添加剂,4,Food additives,food additives
豆制品,4,Soy products,soy products
动物内脏,4,animal organs,animal organs
脆枣,4,Crispy date,crispy date
废弃食用油,4,Waste cooking oil,waste cooking oil
废弃调味品,4,Discarded condiments,discarded condiments
糖果,4,candy,candy
水蜜桃肉,4,Peach flesh,peach flesh
火龙果,4,Pitaya,pitaya
火锅底料,4,Hot pot bottom material,hot pot bottom material
螺蛳肉,4,Snail meat,snail meat
排骨,4,Ribs,ribs
蒜皮,4,Garlic peel,garlic peel
叉烧酥,4,Barbecued Pork Crisp,barbecued pork crisp
菠萝皮,4,Pineapple peel,pineapple peel
南瓜籽,4,Pumpkin seeds,pumpkin seeds
香瓜子,4,Melon seeds,melon seeds
青椒,4,Green pepper,green pepper
蒜头,4,Garlic,garlic
毛豆壳,4,Edamame shell,edamame shell
鸡肉,4,chicken,chicken
鸭掌,4,Duck feet,duck feet
鱼肉,4,Fish,fish
荔枝皮,4,Lychee,lychee
方便面面条,4,Instant noodles,instant noodles
螺蛳壳,4,Snail shell,snail shell
牛油果核,4,Avocado Stone,avocado stone
老鼠,4,mouse,mouse
包裹着猫屎的豆腐猫砂,4,Tofu cat litter wrapped in cat feces,tofu cat litter wrapped in cat feces
茭白,4,Zizania,zizania
茭白叶,4,Zizania,zizania
葡萄干,4,raisin,raisin
火龙果皮,4,Pitaya peel,pitaya peel
椰肉,4,Coconut meat,coconut meat
苹果肉,4,Apple meat,apple meat
香瓜皮,4,Cantaloupe peel,cantaloupe peel
扁豆,4,Lentils,lentils
玉米须,4,Corn silk,corn silk
兔子粪便,4,Rabbit droppings,rabbit droppings
螃蟹壳,4,Crab shell,crab shell
吸管纸质包装,4,Straw paper packaging,straw paper packaging
西餐糕点,4,Western pastries,western pastries
鸡脚爪,4,Chicken feet,chicken feet
鸭爪,4,Duck claw,duck claw
山楂,4,Hawthorn,hawthorn
鸭翅,4,Duck wings,duck wings
扇贝肉,4,Scallop meat,scallop meat
火锅渣,4,Hot pot residue,hot pot residue
布丁,4,pudding,pudding
奶茶中的珍珠,4,Pearls in milk tea,pearls in milk tea
燕麦,4,oat,oat
薯格,4,Potato grid,potato grid
甜品,4,Dessert,dessert
水果,4,fruit,fruit
枯树叶,4,Dead leaves,dead leaves
蔬菜残余,4,Vegetable remnants,vegetable remnants
西兰花梗,4,Broccoli stem,broccoli stem
桃子,4,peach,peach
压缩饼干,4,Compressed biscuits,compressed biscuits
花生衣,4,Peanut coat,peanut coat
结团猫砂,4,Clumping cat litter,clumping cat litter
红豆,4,red beans,red beans
熟鸡蛋壳,4,Cooked egg shell,cooked egg shell
蟑螂,4,cockroach,cockroach
西瓜子,4,Watermelon seeds,watermelon seeds
鸡屎,4,Chicken shit,chicken shit
盒饭,4,Box lunch,box lunch
奶油,4,cream,cream
豆芽,4,Bean sprouts,bean sprouts
杏仁饼,4,almond cookies,almond cookies
猫屎咖啡,4,Cat feces coffee,cat feces coffee
水果干,4,Dried fruit,dried fruit
鸭腿,4,Duck leg,duck leg
车厘子核,4,Cherries,cherries
平菇,4,Pleurotus ostreatus,pleurotus ostreatus
金针菇,4,Enoki mushroom,enoki mushroom
茨菇,4,Arrowhead,arrowhead
藕片,4,Lotus root slices,lotus root slices
葡萄梗,4,Grape stem,grape stem
咖啡豆,4,Coffee beans,coffee beans
丝瓜皮,4,Loofah,loofah
烂水果,4,Rotten fruit,rotten fruit
鸡皮,4,Chicken skin,chicken skin
海瓜子壳,4,Sea melon seed shell,sea melon seed shell
桂皮,4,Cinnamon,cinnamon
鸡蛋仔,4,Egg waffles,egg waffles
螺蛳,4,Snail,snail
猪蹄骨,4,Trotters,trotters
过期大米,4,Expired rice,expired rice
过期糖,4,Expired sugar,expired sugar
过期巧克力,4,Expired chocolate,expired chocolate
巧克力酱,4,chocolate sauce,chocolate sauce
李子,4,Plum,plum
鸟粪,4,guano,guano
栗子壳,4,Chestnut shell,chestnut shell
核桃肉,4,Walnut meat,walnut meat
李子核,4,Plum core,plum core
薯条,4,fries,fries
柠檬皮,4,lemon peel,lemon peel
柚子皮,4,Grapefruit peel,grapefruit peel
蛋白,4,protein,protein
干果仁,4,Dried nuts,dried nuts
橄榄核,4,Olive pit,olive pit
姜糖,4,Ginger candy,ginger candy
瓜子皮,4,Melon seed peel,melon seed peel
玉米棒,4,Corn on the cob,corn on the cob
过期食品,4,expired food,expired food
虾头,4,Shrimp head,shrimp head
牛蛙骨,4,Bullfrog Bone,bullfrog bone
杨梅核,4,Bayberry core,bayberry core
过期调味料,4,Expired seasoning,expired seasoning
孜然粉,4,Cumin powder,cumin powder
蜂蜜,4,Honey,honey
红豆糕,4,Red bean cake,red bean cake
叉烧,4,Barbecued pork,barbecued pork
菠萝包,4,Pineapple buns,pineapple buns
干面条,4,Dried noodles,dried noodles
干脆面,4,Crispy noodles,crispy noodles
出前一丁面条,4,Demae Ding Noodles,demae ding noodles
多宝鱼骨头,4,Turbot bones,turbot bones
草本植物,4,herb,herb
小核桃肉,4,Small walnut meat,small walnut meat
凋谢的鲜花,4,Withered flowers,withered flowers
咖啡豆渣,4,Coffee bean dregs,coffee bean dregs
蚌肉,4,Clam meat,clam meat
盐水花生,4,Salted peanuts,salted peanuts
盐水花生壳,4,Salted peanut shells,salted peanut shells
豆浆渣,4,Soy milk residue,soy milk residue
红枣核,4,Jujube nucleus,jujube nucleus
枣子核,4,Jujube kernels,jujube kernels
面粉,4,flour,flour
咖啡粉,4,coffee powder,coffee powder
桔子皮,4,Orange peel,orange peel
橘子,4,tangerinr,tangerinr
牛油果皮,4,Avocado Peel,avocado peel
油桃肉,4,Nectarine Meat,nectarine meat
水蜜桃,4,Peach,peach
樱桃干,4,Dried cherries,dried cherries
龙虾片,4,Lobster Chips,lobster chips
土豆泥,4,Mashed potatoes,mashed potatoes
废弃植物,4,Abandoned plants,abandoned plants
玉米猫砂,4,Corn cat litter,corn cat litter
油烟机油脂,4,Range hood grease,range hood grease
油条,4,You Tiao,you tiao
紫薯皮,4,Purple Sweet Potato Skin,purple sweet potato skin
燕麦片,4,oatmeal,oatmeal
小米,4,Millet,millet
糯米,4,Sticky rice,sticky rice
白糖,4,Sugar,sugar
榨菜,4,Mustard,mustard
油桃核,4,Nectarine pit,nectarine pit
酸豆角,4,Capers,capers
牛肉,4,beef,beef
鸭肉,4,duck,duck
话梅肉,4,Plum meat,plum meat
鱼皮花生,4,Fish skin peanuts,fish skin peanuts
咸蛋黄,4,Salted egg yolk,salted egg yolk
冬瓜皮,4,Winter Melon Peel,winter melon peel
咖啡伴侣粉,4,Coffee mate powder,coffee mate powder
苦瓜,4,Momordica charantia,momordica charantia
小龙虾头,4,Crayfish head,crayfish head
石榴,4,Pomegranate,pomegranate
石榴籽,4,Pomegranate seeds,pomegranate seeds
叫化鸡,4,Beggar,beggar
干辣椒,4,Dried chili,dried chili
山药,4,Yam,yam
土豆皮,4,Potato skins,potato skins
炒花生米,4,Fried peanuts,fried peanuts
蟹肉,4,Crabmeat,crabmeat
虾肉,4,Shrimp,shrimp
速冻馄饨,4,Quick Frozen Wonton,quick frozen wonton
棒棒糖,4,Lollipop,lollipop
蛤肉,4,Clam meat,clam meat
小龙虾肉,4,Crayfish Meat,crayfish meat
蚕豆,4,broad bean,broad bean
樱桃梗,4,Cherry terrier,cherry terrier
水果皮,4,fruit peel,fruit peel
皮蛋,4,preserved egg,preserved egg
咸蛋,4,Salted egg,salted egg
奇异果,4,Kiwi,kiwi
花甲壳,8,Flower Carapace,flower carapace
海底捞锅底,4,Haidilao pot bottom,haidilao pot bottom
牛肉干,4,Dried beef,dried beef
椰果,4,Coconut,coconut
鸭下巴,4,Duck chin,duck chin
芝麻酱,4,Tahini,tahini
花生酱,4,peanut butter,peanut butter
小龙虾黄,4,Crayfish Yellow,crayfish yellow
肯德基炸鸡,4,KFC Fried Chicken,kfc fried chicken
麦当劳炸鸡,4,McDonald's Fried Chicken,mcdonalds fried chicken
面饼,4,Noodles,noodles
鸡蛋饼,4,Omelet,omelet
煎饼,4,Pancakes,pancakes
哈密瓜,4,cantaloupe,cantaloupe
哈密瓜籽,4,Cantaloupe seeds,cantaloupe seeds
干树叶,4,Dry leaves,dry leaves
绿豆糕,4,green bean cake,green bean cake
乒乓糯米糍,4,Ping pong glutinous rice cake,ping pong glutinous rice cake
杏仁核,4,Amygdala,amygdala
黄杏核,4,Yellow apricot kernel,yellow apricot kernel
茶叶,4,tea,tea
铁观音,4,Tieguanyin,tieguanyin
乌龙茶,4,Oolong tea,oolong tea
白茶,4,White tea,white tea
桔普茶,4,Orange tea,orange tea
水草,4,Aquatic plants,aquatic plants
海藻,4,seaweed,seaweed
水果软核,4,Fruit soft core,fruit soft core
咖喱粉,4,Curry powder,curry powder
瓜子,4,Melon seeds,melon seeds
大蒜皮,4,Garlic peel,garlic peel
扇贝壳,4,Scallop shell,scallop shell
咸蛋壳,4,Salted egg shell,salted egg shell
鸭蛋壳,4,Duck eggshell,duck eggshell
凤梨皮,4,Pineapple peel,pineapple peel
面包屑,4,Bread crumbs,bread crumbs
小龙虾,4,crayfish,crayfish
香榧子壳,4,Torreya shell,torreya shell
鸡蛋皮,4,Egg crust,egg crust
凤梨酥,4,Pineapple Cake,pineapple cake
苹果派,4,Apple pie,apple pie
玉米芯,4,Corn cob,corn cob
