cn,label,en,cleaned_en
零食袋,8,Snack bag,snack bag
盆栽植物,4,Potted plants,potted plants
陶瓷刀,8,ceramic knife,ceramic knife
公文包,1,briefcase,briefcase
电容器,1,Capacitor,capacitor
碧然德过滤芯,8,Bioland filter element,bioland filter element
鱼类,4,Fishes,fishes
茭白,4,Zizania,zizania
佐料瓶,1,Condiment bottle,condiment bottle
香烟灰烬,8,Cigarette ashes,cigarette ashes
干净塑料,1,Clean plastic,clean plastic
布包,1,Cloth bag,cloth bag
奶粉桶,1,Milk powder bucket,milk powder bucket
可乐杯,8,Coke cup,coke cup
星巴克咖啡杯,8,Starbucks coffee cup,starbucks coffee cup
双眼皮贴,8,Double eyelid stickers,double eyelid stickers
象鼻蚌,4,Elephant Clam,elephant clam
面条,4,Noodle,noodle
鸭肉,4,duck,duck
菜梗,4,Vegetable stem,vegetable stem
鲜花,4,Fresh flowers,fresh flowers
烫衣板,1,ironing board,ironing board
电水壶,1,Electric kettle,electric kettle
雪糕包装袋,8,Ice cream packaging bag,ice cream packaging bag
燃油罐,1,Fuel tank,fuel tank
塑料晾衣杆,1,Plastic clothes rail,plastic clothes rail
钢化膜,8,Tempered film,tempered film
棉花被,1,Cotton quilt,cotton quilt
瓦楞纸,1,corrugated paper,corrugated paper
湿巾,8,Wipes,wipes
塑料积木,1,plastic Lego,plastic lego
塑料脸盆,1,Plastic washbasin,plastic washbasin
气泡垫,8,Bubble wrap,bubble wrap
山芋皮,4,Yam skin,yam skin
水果茎枝,4,Fruit stems,fruit stems
芹菜,4,celery,celery
购物小票,8,Shopping Receipt,shopping receipt
干净饮料瓶,1,Clean drink bottle,clean drink bottle
长寿果壳,8,Longevity Nutshell,longevity nutshell
鞭炮,8,firecracker,firecracker
服装,1,clothing,clothing
尿不湿,8,Diapers,diapers
84消毒液空瓶,2,84 empty bottle of disinfectant, empty bottle of disinfectant
龙虾,4,lobster,lobster
葵花籽,4,Sunflower seeds,sunflower seeds
书,1,Book,book
刀片,1,blade,blade
钻戒,1,Diamond ring,diamond ring
小核桃肉,4,Small walnut meat,small walnut meat
不锈钢杯,1,stainless steel cup,stainless steel cup
鸡排,4,Chicken chop,chicken chop
木质花架,1,Wooden flower stand,wooden flower stand
少量泥土,8,A small amount of soil,a small amount of soil
玉米杆,4,Corn stalk,corn stalk
铜线,1,Copper wire,copper wire
猪大骨,8,Pig bone,pig bone
利乐枕,1,Tetra Pillow,tetra pillow
水槽过滤网,1,Sink filter,sink filter
烂黄瓜,4,Rotten cucumber,rotten cucumber
丝瓜筋,8,Loofah tendons,loofah tendons
体温计,2,thermometer,thermometer
烘培纸,8,Baking paper,baking paper
螃蟹,4,Crab,crab
彩色铅笔,8,Colored pencils,colored pencils
铜制品,1,Copper products,copper products
空调扇,1,Air-conditioning fan,airconditioning fan
爽肤水瓶,1,Toner bottle,toner bottle
粽叶,8,Zongye,zongye
打印纸,1,printer paper,printer paper
鋁箔,1,Aluminum foil,aluminum foil
塑料凳,1,Plastic stool,plastic stool
铝瓶,1,Aluminum bottle,aluminum bottle
书籍,1,books,books
拖把,8,mop,mop
咖啡豆渣,4,Coffee bean dregs,coffee bean dregs
活性炭滤芯,8,Activated carbon filter,activated carbon filter
咖啡隔热纸,1,Coffee insulation paper,coffee insulation paper
烧烤锡纸,8,BBQ tin foil,bbq tin foil
果冻包装盒,8,Jelly box,jelly box
百叶窗,1,Shutters,shutters
藕片,4,Lotus root slices,lotus root slices
棒棒糖,4,Lollipop,lollipop
易拉罐拉环,1,Can pull ring,can pull ring
日抛美瞳,8,Daily cosmetic contact lenses,daily cosmetic contact lenses
蚊子,4,mosquito,mosquito
床单,1,sheet,sheet
口香糖,8,chewing gum,chewing gum
染发膏,2,Hair cream,hair cream
电瓶车防晒垫,1,Battery car sun pad,battery car sun pad
美容仪,1,Beauty Instrument,beauty instrument
内存条,1,RAM,ram
乳液瓶,1,Lotion bottle,lotion bottle
卫生棉条,8,Tampon,tampon
保暖杯,1,Warm cup,warm cup
五子棋,8,Gobang,gobang
桔子皮,4,Orange peel,orange peel
化妆棉,8,Cotton pad,cotton pad
精华液玻璃空瓶,1,Essence glass empty bottle,essence glass empty bottle
猪蹄,4,Trotters,trotters
拍立得,1,Polaroid,polaroid
iPhone,1,iPhone,iphone
装蔬菜的塑料袋,8,Plastic bag for vegetables,plastic bag for vegetables
漱口水瓶,1,Mouthwash bottle,mouthwash bottle
键盘清洁胶,8,Keyboard cleaning glue,keyboard cleaning glue
沐浴露瓶,1,Shower gel bottle,shower gel bottle
不干胶纸,8,Self-adhesive paper,selfadhesive paper
话梅核,4,Meihe,meihe
兔头,4,Rabbit head,rabbit head
衣物,1,Clothing,clothing
冥币,8,Mingbi,mingbi
尘土,8,dust,dust
橄榄核,4,Olive pit,olive pit
湿抹布,8,Wet wipes,wet wipes
粘尘纸,8,Sticky paper,sticky paper
节能灯（含水银）,2,Energy-saving lamps (mercury),energysaving lamps mercury
双面胶带,8,double-sided tape,doublesided tape
浴帘,1,Shower curtain,shower curtain
塑料卡片,1,Plastic card,plastic card
可乐瓶,1,Coke bottle,coke bottle
电脑桌,16,Computer Desk,computer desk
宽粉,4,Wide powder,wide powder
飞刀,1,Flying knife,flying knife
羊毛被,1,Wool quilt,wool quilt
照片,2,Photo,photo
花,4,flower,flower
西装,1,Suit,suit
剃须刀片,1,Razor blade,razor blade
铁架,1,Iron frame,iron frame
注射器,8,syringe,syringe
CD塑料盒,1,CD plastic box,cd plastic box
薰衣草,4,Lavender,lavender
葡萄皮,4,grapeskin,grapeskin
豆浆渣,4,Soy milk residue,soy milk residue
瓜,4,melon,melon
步步高学习机,1,Backgammon learning machine,backgammon learning machine
金属制容器,1,Metal container,metal container
鸡毛掸,8,Feather Duster,feather duster
塑料拖鞋,1,plastic slipper,plastic slipper
硅胶铲,8,Silicone spatula,silicone spatula
风干食品,4,Air-dried food,airdried food
乳胶,8,emulsion,emulsion
马铃薯,4,potato,potato
翡翠手镯,1,Jade bracelet,jade bracelet
卤素灯,2,Halogen lamp,halogen lamp
死昆虫,4,Dead insects,dead insects
鼻屎,8,Booger,booger
针,8,Needle,needle
木雕,1,Woodcarving,woodcarving
爽身粉,8,Talcum powder,talcum powder
旧雨伞,8,Old umbrella,old umbrella
胡子,8,beard,beard
固体清香剂,8,Solid freshener,solid freshener
废节能灯,2,Waste energy-saving lamps,waste energysaving lamps
锡纸盒,8,Tin carton,tin carton
入厕用纸,8,Toilet paper,toilet paper
塑料购物袋,8,Plastic shopping bag,plastic shopping bag
鸡脚爪,4,Chicken feet,chicken feet
电话卡,8,phone card,phone card
铁尺,1,Iron ruler,iron ruler
皮质钱包,1,Leather wallet,leather wallet
碟片,8,Disc,disc
药膏包装壳,2,Ointment packaging shell,ointment packaging shell
一次性塑料手套,8,Disposable plastic gloves,disposable plastic gloves
电蚊拍,1,Electric mosquito swatter,electric mosquito swatter
眼部精华胶囊,8,Eye essence capsules,eye essence capsules
帽子,1,hat,hat
坛子,8,earthen jar,earthen jar
废弃塑料文具,1,Waste plastic stationery,waste plastic stationery
果冻杯,1,Jelly cup,jelly cup
桂花糕,4,Osmanthus cake,osmanthus cake
塑料砧板,1,Plastic cutting board,plastic cutting board
扫地机,1,Sweeper,sweeper
饭,4,Rice,rice
利乐包,1,Tetra Pak,tetra pak
过滤芯,8,Filter element,filter element
豆浆杯盖,8,Soy milk cup lid,soy milk cup lid
汽车空气滤清器,1,Car air filter,car air filter
大骨（如：猪腿骨）,8,Large bones (e.g. pork leg bones),large bones eg pork leg bones
沐浴露玻璃空瓶,1,Empty glass bottle of shower gel,empty glass bottle of shower gel
饭汁,4,Rice juice,rice juice
围裙,1,apron,apron
大头针,8,Pin,pin
衣服包装袋,1,Clothes packaging bag,clothes packaging bag
砂锅,8,Casserole,casserole
桂圆干,4,Dried longan,dried longan
葡萄柄,4,Grape handle,grape handle
纯棉靠枕,1,Pure cotton pillow,pure cotton pillow
护肤品玻璃罐,1,Skin care products glass jar,skin care products glass jar
液晶屏,1,LCD screen,lcd screen
墨汁瓶,1,Ink bottle,ink bottle
牙签,8,toothpick,toothpick
花露水瓶,1,Toilet water bottle,toilet water bottle
发带,8,Headband,headband
纸质杯套,1,Paper cup holder,paper cup holder
电阻,1,resistance,resistance
鲫鱼,4,Crucian carp,crucian carp
大屏电视机,1,Large screen TV,large screen tv
湿纸巾包装袋,8,Wet tissue packaging bag,wet tissue packaging bag
速冻馄饨,4,Quick Frozen Wonton,quick frozen wonton
扁豆,4,Lentils,lentils
果皮,4,peel,peel
蚕豆壳,4,Broad Bean Shell,broad bean shell
冻干粉,2,Freeze-dried powder,freezedried powder
面纸,8,Facial tissue,facial tissue
皮具,1,Leather goods,leather goods
尿片,8,Diapers,diapers
塑封袋,8,Plastic bag,plastic bag
脱酸素剂,8,Deacidification agent,deacidification agent
润滑油,8,lubricating oil,lubricating oil
信用卡,1,credit card,credit card
白茶,4,White tea,white tea
电灯,1,Electric light,electric light
咖喱粉,4,Curry powder,curry powder
枯萎花草,8,Withered flowers and plants,withered flowers and plants
手指甲,8,Fingernails,fingernails
皮料,1,Leather,leather
五香蛋,4,Spiced Egg,spiced egg
除湿剂,8,Dehumidifier,dehumidifier
防晒霜空瓶,1,Empty sunscreen bottle,empty sunscreen bottle
纸巾,8,tissue,tissue
头发,8,hair,hair
订书钉,8,Staples,staples
大白兔奶糖,4,White Rabbit Toffee,white rabbit toffee
芯片,1,chip,chip
蛋糕袋,8,Cake bag,cake bag
海绵垫,8,Sponge mats,sponge mats
镜片,1,lens,lens
瓦斯桶,1,Gas barrel,gas barrel
碳纤维,8,carbon fiber,carbon fiber
红豆糕,4,Red bean cake,red bean cake
泡沫填充,8,Foam filling,foam filling
贝壳肉,4,Shell meat,shell meat
A4纸,1,A4 paper,a paper
热水瓶,1,thermos,thermos
牛油果核,4,Avocado Stone,avocado stone
红酒塞,8,Wine stopper,wine stopper
驱蚊瓶,1,Mosquito repellent bottle,mosquito repellent bottle
牙贴,8,Teeth stickers,teeth stickers
园艺土,8,Gardening soil,gardening soil
煎饼果子,4,Chinese savior crepe,chinese savior crepe
金属锅,1,Metal pan,metal pan
净水器滤芯,8,Water purifier filter element,water purifier filter element
保温棉,8,Insulation cotton,insulation cotton
烘手器,1,Hand dryer,hand dryer
冰宝贴,8,Ice sticker,ice sticker
包裹着狗屎的报纸,8,Newspaper wrapped in shit,newspaper wrapped in shit
大蒜叶,4,Garlic leaves,garlic leaves
李子,4,Plum,plum
硬板纸,1,Cardboard,cardboard
演唱会票,8,Concert ticket,concert ticket
面,4,noodle,noodle
干树叶,4,Dry leaves,dry leaves
木质擀面杖,1,Wooden rolling pin,wooden rolling pin
施工安全帽,1,Construction helmet,construction helmet
香榧子壳,4,Torreya shell,torreya shell
xbox,1,xbox,xbox
搪瓷碗,1,Enamel bowl,enamel bowl
乳制品,4,Dairy products,dairy products
CD机,1,CD player,cd player
皮夹,1,Wallet,wallet
发票,8,bill,bill
电动刮痧板,1,Electric scraper,electric scraper
脏纸巾,8,Dirty tissue,dirty tissue
防碎气泡膜,8,Shatterproof bubble film,shatterproof bubble film
棒棒糖棒子,8,Lollipop,lollipop
环氧树脂,8,Epoxy resin,epoxy resin
隐形眼镜盒,8,Contact lens case,contact lens case
小龙虾壳,4,Crayfish shell,crayfish shell
水彩笔,8,Watercolor pen,watercolor pen
甜甜圈,4,Donut,donut
数字音乐播放器,1,Digital music player,digital music player
药膏,2,ointment,ointment
盐水鸭,4,Salted Duck,salted duck
扇贝,8,scallop,scallop
酒酿,4,Fermented rice,fermented rice
坏马桶,8,Bad toilet,bad toilet
煤气罐,1,Gas tank,gas tank
塑料杯套,1,Plastic cup holder,plastic cup holder
勺子,1,spoon,spoon
广告纸,1,flyer,flyer
蛋白,4,protein,protein
布丁,4,pudding,pudding
菠萝包,4,Pineapple buns,pineapple buns
中药包,8,Chinese medicine package,chinese medicine package
坏的花盆,8,Bad flowerpot,bad flowerpot
粉饼盒,8,Compact powder box,compact powder box
手办,1,Figure,figure
抗光屏,1,Anti-light screen,antilight screen
唇釉,8,Lip glaze,lip glaze
果肉,4,pulp,pulp
农药片,2,Pesticide tablets,pesticide tablets
生煎包,4,Pan Fried Bun,pan fried bun
冰棒棍,8,Popsicle stick,popsicle stick
回形针,8,paper clip,paper clip
农药瓶,2,Pesticide bottle,pesticide bottle
金属,1,Metal,metal
汉堡,4,hamburger,hamburger
沾了菜油的餐巾纸,1,Napkins soaked in vegetable oil,napkins soaked in vegetable oil
生石灰,2,quicklime,quicklime
胶片,2,film,film
墨胆,8,Ink gall,ink gall
木质晾衣架,1,Wooden clothes rack,wooden clothes rack
电炖锅,1,Electric cookers,electric cookers
玻璃药瓶,2,Glass medicine bottle,glass medicine bottle
胡渣,8,Scum,scum
变质食品,4,Spoiled food,spoiled food
玻璃胶,8,Glass glue,glass glue
血压计,1,sphygmomanometer,sphygmomanometer
火腿,4,Ham,ham
薯片盒,8,Potato Chip Box,potato chip box
百洁布,8,Scouring pad,scouring pad
竹坐垫,8,Bamboo cushion,bamboo cushion
雨刮器,8,Wiper,wiper
雅漾喷雾,8,Avène Spray,avne spray
联通卡,8,Unicom Card,unicom card
点心盒,1,Snack box,snack box
青豆,4,Haricot vert,haricot vert
冰淇淋,4,ice cream,ice cream
皮靴,1,Leather boots,leather boots
蛋壳,4,eggshell,eggshell
芝士,4,Cheese,cheese
早点盒,8,Early box,early box
喷火枪,1,Torch,torch
油桶,1,Oil drum,oil drum
卷筒纸内芯,1,Web core,web core
大米,4,Rice,rice
水笔芯,8,Pen core,pen core
塑料拖把杆,1,Plastic mop rod,plastic mop rod
垫子,1,mat,mat
鱼虾,4,Fish and shrimp,fish and shrimp
孜然粉,4,Cumin powder,cumin powder
饺子,4,dumpling,dumpling
浴霸灯泡,2,Yuba Bulb,yuba bulb
挂历,1,Wall calendar,wall calendar
奶罩,8,bra,bra
卫生间纸,8,Toilet paper,toilet paper
黄鱼,4,Yellow croaker,yellow croaker
电子烟烟弹,8,Electronic cigarette cartridge,electronic cigarette cartridge
大骨,8,Large bone,large bone
绿萝,4,Green dill,green dill
被油污污染过的报纸,8,Newspapers polluted by oil,newspapers polluted by oil
大豆,4,Soybeans,soybeans
电路主板,1,Circuit board,circuit board
喝完的药瓶,2,Finished medicine bottle,finished medicine bottle
空调机,1,air conditioner,air conditioner
酸奶杯,1,Yogurt Cup,yogurt cup
卫生间用纸,8,Toilet paper,toilet paper
鸭架,4,Duck rack,duck rack
纽扣电池,2,Button Battery,button battery
泡腾片,2,Effervescent tablet,effervescent tablet
布鞋,1,cloth shoes,cloth shoes
铁圈,1,Iron ring,iron ring
一次性筷子,8,Disposable chopsticks,disposable chopsticks
蜂蜜柚子茶玻璃罐,1,Honey grapefruit tea glass jar,honey grapefruit tea glass jar
糖果,4,candy,candy
相机,1,camera,camera
过期粮食,4,Expired grain,expired grain
桌子,16,table,table
桂圆壳,4,Longan Shell,longan shell
碎纸屑,8,Confetti,confetti
炒花生壳,4,Fried peanut shells,fried peanut shells
纸质卡片,1,Paper card,paper card
漂白剂罐,2,Bleach tank,bleach tank
陶瓷杯,8,porcelain cup,porcelain cup
可擦笔,8,Erasable pen,erasable pen
小纸屑,8,Little confetti,little confetti
磨砂膏,8,Scrub,scrub
卫生棒,8,Hygiene stick,hygiene stick
素菜,4,Vegetable,vegetable
鸭锁骨,4,Duck clavicle,duck clavicle
固体胶,8,Solid glue,solid glue
洗衣粉,8,washing powder,washing powder
扎带,8,Tie,tie
虾,4,Shrimp,shrimp
污染严重的纸盒,8,Severely contaminated carton,severely contaminated carton
西洋参,4,American Ginseng,american ginseng
叶子,4,leaf,leaf
无纺布包,1,Non-woven bag,nonwoven bag
肋骨,8,rib cage,rib cage
气泡袋,8,Bubble bag,bubble bag
主板,1,Motherboard,motherboard
锅巴,4,Crispy rice,crispy rice
瓷制品,8,Porcelain products,porcelain products
煮花生壳,4,Boiled peanut shells,boiled peanut shells
含汞血压计,2,Mercury sphygmomanometer,mercury sphygmomanometer
话筒,1,microphone,microphone
木质菜板,1,Wooden cutting board,wooden cutting board
熟鸡蛋壳,4,Cooked egg shell,cooked egg shell
避孕套,8,condom,condom
丝绸,1,silk,silk
打碎的碗,8,Broken bowl,broken bowl
调味品,4,condiment,condiment
手提电脑,1,laptop,laptop
里脊肉,4,Tenderloin,tenderloin
碳包,8,Carbon package,carbon package
金属钥匙扣,1,Metal keychain,metal keychain
沥水架,1,Drain rack,drain rack
方便面面条,4,Instant noodles,instant noodles
冰红茶利乐包装,1,Tetra Pak Ice Tea Packaging,tetra pak ice tea packaging
试卷,1,Test paper,test paper
卡,8,Card,card
塑料杯,1,plastic cup,plastic cup
橙子皮,4,Orange zest,orange zest
金枪鱼罐头,1,Canned tuna,canned tuna
坏了的玩具,1,Broken toy,broken toy
星巴克塑料杯,8,Starbucks Plastic Cup,starbucks plastic cup
木盒,1,Wooden box,wooden box
香烟头,8,Cigarette butts,cigarette butts
藤席,8,Fuji seat,fuji seat
液晶电视,1,LCD TV,lcd tv
冷饮棒,8,Cold drink stick,cold drink stick
内衣包装袋,8,Underwear packaging bag,underwear packaging bag
电磁炉,1,induction cooker,induction cooker
葡萄干,4,raisin,raisin
火龙果皮,4,Pitaya peel,pitaya peel
排插,1,Socket,socket
日抛,8,Sunshine,sunshine
木质拖把杆,1,Wooden mop pole,wooden mop pole
水斗漏网,8,Funnel,funnel
护脸霜塑料空瓶,1,Empty face cream plastic bottle,empty face cream plastic bottle
染发剂壳,2,Hair dye shell,hair dye shell
荞麦面,4,Soba noodles,soba noodles
马桶刷,8,Toilet brush,toilet brush
木质拼板,1,Wooden puzzle,wooden puzzle
移动电源,1,mobile power,mobile power
节能灯插座,1,Energy-saving lamp socket,energysaving lamp socket
蛋挞皮,4,Egg tart wrapper,egg tart wrapper
麻辣烫,4,Mala Tang,mala tang
星巴克纸袋,1,Starbucks paper bag,starbucks paper bag
杏,4,apricot,apricot
脚踏车,16,bicycle,bicycle
无线路由器,1,Wireless Router,wireless router
薯片,4,potato chips,potato chips
呕吐物,4,Vomit,vomit
订书机,1,stapler,stapler
废食用油瓶,1,Waste edible oil bottle,waste edible oil bottle
包裹着西瓜籽的纸巾,8,Paper towel wrapped with watermelon seeds,paper towel wrapped with watermelon seeds
鱼刺,4,Fishbone,fishbone
蛤蜊,8,clams,clams
蛏子壳,8,Razor shell,razor shell
充电宝,1,power Bank,power bank
盘尼西林,2,penicillin,penicillin
冰棒外包装,8,Popsicle outer packaging,popsicle outer packaging
陶瓷碗,8,Ceramic bowl,ceramic bowl
塑料碗,1,plastic bowl,plastic bowl
铅笔芯,8,Pencil lead,pencil lead
养身壶,1,Health pot,health pot
下水道杂物,8,Sewer debris,sewer debris
杀虫喷雾,2,Insecticide spray,insecticide spray
美肤仪,1,Beauty Device,beauty device
蒜皮,4,Garlic peel,garlic peel
废弃电线,1,Discarded wires,discarded wires
咖啡纸杯(内表面附塑料膜),8,Coffee paper cup (with plastic film on the inner surface),coffee paper cup with plastic film on the inner surface
木耳,4,fungus,fungus
围巾,1,scarf,scarf
紫砂茶具,8,Zisha tea set,zisha tea set
旧报纸,1,old newspaper,old newspaper
报刊,1,press,press
退烧贴,8,Fever-reducing stickers,feverreducing stickers
铁钩,1,Iron hook,iron hook
显卡,1,Graphics card,graphics card
油漆桶,2,Paint bucket,paint bucket
集成电路板,1,Integrated circuit board,integrated circuit board
猫冻干,4,Cat freeze-dried,cat freezedried
蔬菜残余,4,Vegetable remnants,vegetable remnants
旧玩具,1,Old toy,old toy
猪皮,4,Pigskin,pigskin
KINDLE壳,8,KINDLE壳,kindle
海带,4,kelp,kelp
烧烤竹签,8,BBQ bamboo skewers,bbq bamboo skewers
一块墙皮,8,A piece of wall covering,a piece of wall covering
菱角,4,water chestnut,water chestnut
护肤品塑料空瓶,1,Empty plastic bottles for skin care products,empty plastic bottles for skin care products
鸡,4,Chick,chick
布条,1,Cloth,cloth
火锅底料,4,Hot pot bottom material,hot pot bottom material
猪蹄骨,4,Trotters,trotters
花草茶渣,4,Herbal Tea Residue,herbal tea residue
营养土,8,Nutrient soil,nutrient soil
塑料泡沫,1,Plastic foam,plastic foam
冬枣核,4,Winter Jujube Seeds,winter jujube seeds
标签色带,8,Label ribbon,label ribbon
電池,2,Battery,battery
指甲,8,nail,nail
酱油袋,8,Soy sauce bag,soy sauce bag
缎带,1,ribbon,ribbon
镉镍电池,2,Cadmium nickel battery,cadmium nickel battery
田螺壳,4,Escargot Shell,escargot shell
钻石,1,Diamond,diamond
红茶包,8,Black tea bag,black tea bag
瓷碎片,8,Porcelain fragments,porcelain fragments
宣传页,1,Leaflet,leaflet
手电筒,1,flashlight,flashlight
番茄酱,4,ketchup,ketchup
羽绒被,1,Duvet,duvet
假发,8,wig,wig
泡脚袋,8,Foot Soaking Bag,foot soaking bag
吸管塑料包装,8,Straw plastic packaging,straw plastic packaging
打火机,8,lighter,lighter
猫屎,4,Cat shit,cat shit
杨梅,4,Bayberry,bayberry
茶几,16,coffee table,coffee table
易拉罐,1,Can,can
烤箱,1,oven,oven
甲鱼,4,Turtle,turtle
蒸汽眼罩,8,Steam eye mask,steam eye mask
卫生巾,8,sanitary napkin,sanitary napkin
含汞温度计,2,Mercury thermometer,mercury thermometer
点钞机,1,Money counter,money counter
荔枝,4,litchi,litchi
净水滤芯,8,Water purification filter,water purification filter
蔓藤,4,Vine,vine
插座,1,socket,socket
白砂糖,4,White sugar,white sugar
残渣剩饭,4,Leftovers,leftovers
烂水果,4,Rotten fruit,rotten fruit
零食罐,8,Snack jar,snack jar
桔,4,Tangerine,tangerine
蜜蜡,1,Beeswax,beeswax
一次性莱盒,8,One-time Lei Box,onetime lei box
羊肉串棒,8,Lamb skewers,lamb skewers
香皂,8,Soap,soap
塑料纸,1,plastic paper,plastic paper
订书机钉,8,Stapler nail,stapler nail
各类过期药品,2,Various expired drugs,various expired drugs
晾衣杆,1,Clothes rail,clothes rail
玉米纤维袋,4,Corn fiber bag,corn fiber bag
暖壶胆,1,Kettle,kettle
花洒,1,Shower,shower
黑板,16,blackboard,blackboard
药瓶,2,Medicine bottle,medicine bottle
厕纸,8,Toilet paper,toilet paper
青口贝,8,Mussels,mussels
蚌肉,4,Clam meat,clam meat
铁杯,1,Iron cup,iron cup
冷饮,8,cold drink,cold drink
家庭盆栽树叶,4,Family potted leaves,family potted leaves
优盘,1,USB flash drive,usb flash drive
脱氧保鲜剂,8,Deoxygenating preservative,deoxygenating preservative
塑料外卖盒,8,Plastic takeaway box,plastic takeaway box
卫生纸内芯,1,Toilet paper inner core,toilet paper inner core
明信片,8,postcard,postcard
硬纸板,1,cardboard,cardboard
脏污衣服,8,Dirty clothes,dirty clothes
短裤,8,shorts,shorts
废旧报纸,1,Scrap newspaper,scrap newspaper
走油肉,4,Go oily meat,go oily meat
玻璃放大镜,1,Glass magnifier,glass magnifier
智齿,8,Wisdom teeth,wisdom teeth
音箱,1,Speaker,speaker
洋钉,1,Foreign nails,foreign nails
护肤品玻璃空瓶,1,Skin care products glass empty bottle,skin care products glass empty bottle
LED灯泡,2,LED bulb,led bulb
辣酱,4,Hot sauce,hot sauce
大葱,4,Green onions,green onions
冰激淋,4,Ice cream,ice cream
化妆水瓶,1,Lotion bottle,lotion bottle
电动保温箱,1,Electric incubator,electric incubator
冷饮包装纸,8,Cold drink wrapping paper,cold drink wrapping paper
水龙头,1,Faucet,faucet
小木棍,1,Small stick,small stick
南瓜皮,4,Pumpkin peel,pumpkin peel
废药品,2,Waste medicine,waste medicine
笋皮,4,Bamboo shoot skin,bamboo shoot skin
电源器,1,Power supply,power supply
山东煎饼,4,Shandong Pancake,shandong pancake
人造奶油,4,Margarine,margarine
使用过的猫砂,8,Used cat litter,used cat litter
纸团,8,Paper ball,paper ball
可擦复写笔,8,Erasable copy pen,erasable copy pen
喷蟑螂瓶,2,Cockroach spray bottle,cockroach spray bottle
照相机,1,camera,camera
皮屑,8,Dander,dander
食品干燥剂,8,Food desiccant,food desiccant
插线板,1,Patch panel,patch panel
剃须泡沫罐,8,Shaving foam tank,shaving foam tank
透明胶带,8,Scotch tape,scotch tape
一次性塑料浴帽,8,Disposable plastic shower cap,disposable plastic shower cap
砖瓦陶瓷,8,Brick and ceramics,brick and ceramics
陶瓷花盆,8,Ceramic flowerpot,ceramic flowerpot
棉花,8,cotton,cotton
电烤箱,1,Electric oven,electric oven
过滤网,1,Filter,filter
维生素瓶,2,Vitamin bottle,vitamin bottle
足球,1,football,football
1号电池（无汞）,8,No. 1 battery (no mercury),no  battery no mercury
塑料盒,1,plastic box,plastic box
羽绒服,1,down jacket,down jacket
成人尿布,8,Adult diapers,adult diapers
喜糖,4,Wedding candy,wedding candy
耳屎,8,cerumen,cerumen
榴莲酥,4,Durian Crisp,durian crisp
没用过尿片,8,Never used diapers,never used diapers
金霉素眼药膏,2,Chlortetracycline eye ointment,chlortetracycline eye ointment
熟菜,4,ready meal,ready meal
硬贝壳,8,Hard shell,hard shell
语文书,1,literature book,literature book
废弃地毯,1,Abandoned carpet,abandoned carpet
干枯花,4,Dried flower,dried flower
盐水花生,4,Salted peanuts,salted peanuts
白米虾,4,White Rice Shrimp,white rice shrimp
大头钉,8,thumbtack,thumbtack
西兰花梗,4,Broccoli stem,broccoli stem
化学剂桶,2,Chemical tank,chemical tank
擦手巾,8,Hand towel,hand towel
番茄,4,tomato,tomato
酒瓶,1,Wine bottle,wine bottle
沾了油污的报纸,1,Greasy newspaper,greasy newspaper
三明治包装,8,Sandwich packaging,sandwich packaging
氢气罐,1,Hydrogen tank,hydrogen tank
开心果壳,4,Pistachio shell,pistachio shell
照相机电池,2,Camera battery,camera battery
塑料花,8,plastic flower,plastic flower
乒乓球拍,1,Ping pong paddle,ping pong paddle
马甲袋,8,Vest bag,vest bag
纸张,1,Paper,paper
卸妆棉,8,Makeup remover,makeup remover
玉米皮,8,Corn husk,corn husk
硅胶猫砂,8,Silicone cat litter,silicone cat litter
接线板,1,Wiring board,wiring board
瑞幸咖啡杯,8,Luckin Coffee Cup,luckin coffee cup
樱桃干,4,Dried cherries,dried cherries
笔囊,8,Pen pouch,pen pouch
自动铅笔,8,mechanical pencil,mechanical pencil
食品塑料盒,8,Food plastic box,food plastic box
感光片,2,Photosensitive film,photosensitive film
洁面摩丝,8,Cleansing mousse,cleansing mousse
水产类弃物,4,Aquatic waste,aquatic waste
桔柑,4,Tangerine,tangerine
不粘锅,1,Non-stick pan,nonstick pan
铜管,1,Copper tube,copper tube
传真纸,1,fax paper,fax paper
甲鱼小骨,4,Turtle ossicles,turtle ossicles
笔记本纸,1,Notebook paper,notebook paper
铝膜,1,Aluminum film,aluminum film
水晶猫砂,8,Crystal cat litter,crystal cat litter
榨汁机,1,Juicer,juicer
尼龙袋,1,Nylon bag,nylon bag
老干妈瓶子,1,Old godmother bottle,old godmother bottle
广告用纸,1,Advertising paper,advertising paper
板凳,16,Bench,bench
玉米衣,8,Corn coat,corn coat
口服液瓶,2,Oral liquid bottle,oral liquid bottle
微波炉,1,Micro-wave oven,microwave oven
残花,4,Residual flower,residual flower
旧手提包,1,Old handbag,old handbag
脏卸妆棉,8,Dirty cleansing cotton,dirty cleansing cotton
卫生巾外包装,8,Sanitary napkin outer packaging,sanitary napkin outer packaging
水性漆,2,Water-based paint,waterbased paint
硅藻泥,8,Diatom mud,diatom mud
果酱,4,jam,jam
鸡肉,4,chicken,chicken
烫伤膏,2,Burn ointment,burn ointment
灭火器,1,Fire extinguisher,fire extinguisher
美工刀,1,Utility knife,utility knife
锡箔纸,8,Tin foil,tin foil
塑料包装纸盒,1,Plastic packaging carton,plastic packaging carton
纸板箱,1,cardboard box,cardboard box
